Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
16,1,2020,17,3,14,BEG,6.39,15,2.34,NF,13,31,8,1,0,1,0,0,0,27,0,0,23,0,0,5,3,922,13,14
16,1,2020,17,3,24,BEG,8.15,22,2.69,NF,16,21,13,4,0,0,0,0,0,33,0,0,29,0,0,3,3,1058,15,16
16,1,2020,17,7,21,BEG,7.09,19,2.67,NF,22,14,13,3,2,0,0,0,0,36,0,0,25,0,0,2,2,1053,16,16
16,1,2020,17,7,39,BEG,4.84,11,2.27,NF,23,12,11,7,1,0,0,0,0,19,0,0,16,0,0,3,3,611,11,11
16,1,2020,17,9,18,BEG,6.96,17,2.44,NF,18,25,6,4,1,0,0,0,0,24,0,0,21,0,0,2,5,852,13,15
16,1,2020,17,9,26,BEG,7.38,15,2.03,NF,14,26,12,2,0,0,0,0,0,28,0,0,23,0,0,5,4,990,12,13
16,1,2020,17,9,37,BEG,5.78,13,2.24,NF,15,26,11,1,1,0,0,0,0,24,0,0,21,0,0,4,6,887,12,12
16,1,2020,19,30,25,BEG,7.16,14,1.95,NF,16,24,12,2,0,0,0,0,0,32,0,0,25,0,0,4,5,832,12,12
16,1,2020,19,30,42,BEG,5.23,16,3.05,NF,16,25,11,2,0,0,0,0,0,21,0,0,17,0,0,2,2,735,12,13
16,1,2020,19,31,2,BEG,3.66,10,2.73,NF,19,17,17,0,1,0,0,0,0,16,0,0,12,0,0,2,4,556,10,10
16,1,2020,19,31,14,BEG,7.62,21,2.75,NF,14,22,16,2,0,0,0,0,0,35,0,0,30,0,0,3,3,1018,15,15
16,1,2020,19,31,34,BEG,7.86,14,1.78,NF,12,27,14,1,0,0,0,0,0,28,0,0,24,0,0,6,4,1042,14,14
16,1,2020,19,31,45,BEG,7.21,19,2.63,NF,18,18,10,6,2,0,0,0,0,33,0,0,27,0,0,3,3,947,16,16
16,1,2020,19,32,10,BEG,5.59,14,2.50,NF,22,16,9,6,1,0,0,0,0,24,0,0,20,0,0,2,3,721,9,10
16,1,2020,19,32,19,BEG,7.04,22,3.12,NF,16,20,14,4,0,0,0,0,0,31,0,0,27,0,0,3,2,869,15,15
16,1,2020,19,32,25,BEG,4.43,9,2.03,NF,21,19,7,3,4,0,0,0,0,22,0,0,19,0,0,4,2,586,9,9
16,1,2020,19,33,4,BEG,5.04,13,2.57,NF,19,18,11,6,0,0,0,0,0,20,0,0,16,0,0,3,2,681,10,11
16,1,2020,19,33,17,BEG,4.10,8,1.95,NF,24,12,13,5,0,0,0,0,0,19,0,0,14,0,0,4,2,590,8,8
16,1,2020,19,33,33,BEG,4.30,12,2.79,NF,23,21,5,3,2,0,0,0,0,14,0,0,13,0,0,2,4,609,12,12
16,1,2020,19,33,42,BEG,4.54,11,2.42,NF,23,16,10,4,1,0,0,0,0,15,0,0,13,0,0,2,4,717,11,11
16,1,2020,19,33,52,BEG,7.50,26,3.46,NF,11,29,10,4,0,0,0,0,0,33,0,0,31,0,0,2,3,1125,18,20
16,1,2020,19,34,14,BEG,4.73,12,2.53,NF,20,22,10,2,0,0,0,0,0,18,0,0,16,0,0,3,4,667,11,12
16,1,2020,19,34,29,BEG,8.08,21,2.59,NF,12,24,13,5,0,0,0,0,0,31,0,0,28,0,0,3,6,1153,21,21
16,1,2020,19,34,43,BEG,5.92,17,2.87,NF,21,17,14,1,1,0,0,0,0,18,0,0,17,0,0,1,3,929,13,14
16,1,2020,19,35,16,BEG,6.70,21,3.13,NF,18,19,11,5,1,0,0,0,0,24,0,0,21,0,0,1,2,897,16,17
16,1,2020,19,35,36,BEG,6.11,15,2.45,NF,17,21,10,4,2,0,0,0,0,27,0,0,23,0,0,4,2,963,12,13
16,1,2020,19,35,57,BEG,5.58,16,2.86,NF,15,29,6,3,1,0,0,0,0,26,0,0,19,0,0,3,4,649,14,14
16,1,2020,19,36,30,BEG,6.13,18,2.93,NF,17,20,14,3,0,0,0,0,0,25,0,0,23,0,0,3,2,847,16,16
16,1,2020,19,36,36,BEG,4.31,14,3.24,NF,16,21,14,3,0,0,0,0,0,22,0,0,20,0,0,4,3,520,13,13
16,1,2020,19,36,52,BEG,8.41,24,2.85,NF,11,28,14,1,0,0,0,0,0,33,0,0,27,0,0,2,3,1073,16,18
18,1,2020,13,23,9,BEG,95.24,20,0.20,Flag,12,31,8,2,1,0,0,0,0,26,8,0,26,8,0,3,3,3297,14,14
18,1,2020,13,23,44,BEG,20.22,5,0.24,Flag,23,15,12,4,0,0,0,0,0,9,10,0,9,10,0,2,2,941,5,5
18,1,2020,13,26,34,BEG,84.04,18,0.21,Flag,17,23,10,3,1,0,0,0,0,19,19,9,17,16,3,2,3,2995,14,14
18,1,2020,13,29,20,BEG,38.24,10,0.26,Flag,19,22,10,1,2,0,0,0,0,7,10,5,7,10,5,2,4,2246,9,9
18,1,2020,13,35,28,BEG,46.01,15,0.32,Flag,16,21,13,4,0,0,0,0,0,4,11,15,4,10,13,4,3,2443,13,13
18,1,2020,13,37,43,BEG,128.51,22,0.17,Flag,16,23,12,3,0,0,0,0,0,6,10,11,5,10,11,1,5,4873,16,17
18,1,2020,13,39,4,BEG,57.64,20,0.34,Flag,12,30,10,2,0,0,0,0,0,12,12,12,11,12,12,4,4,2830,14,16
18,1,2020,13,39,44,BEG,35.67,12,0.33,Flag,21,15,14,4,0,0,0,0,0,4,12,10,2,12,10,3,3,1943,11,11
24,1,2020,23,22,42,BEG,6.62,15,2.26,NF,15,22,15,2,0,0,0,0,0,27,0,0,22,0,0,4,4,1007,15,15
24,1,2020,23,22,54,BEG,5.86,14,2.38,NF,15,25,8,6,0,0,0,0,0,30,0,0,21,0,0,4,4,673,13,13
24,1,2020,23,23,20,BEG,4.28,12,2.80,NF,18,26,10,0,0,0,0,0,0,19,0,0,16,0,0,3,5,506,10,10
24,1,2020,23,23,36,BEG,3.91,11,2.81,NF,22,20,9,3,0,0,0,0,0,17,0,0,13,0,0,2,4,662,9,9
24,1,2020,23,23,52,BEG,3.80,8,2.10,NF,20,25,5,3,1,0,0,0,0,14,0,0,12,0,0,2,5,666,8,8
24,1,2020,23,24,21,BEG,4.84,15,3.09,NF,22,17,10,3,1,1,0,0,0,20,0,0,16,0,0,2,2,666,12,14
24,1,2020,23,24,38,BEG,6.38,18,2.82,NF,13,25,13,3,0,0,0,0,0,27,0,0,22,0,0,4,3,864,15,14
24,1,2020,23,24,45,BEG,5.75,17,2.95,NF,21,18,13,0,2,0,0,0,0,19,0,0,19,0,0,2,3,658,13,14
30,1,2020,22,41,20,BEG,3.30,9,2.72,NF,27,14,7,5,1,0,0,0,0,12,0,0,11,0,0,2,2,393,8,8
30,1,2020,22,41,25,BEG,4.07,10,2.45,NF,23,17,9,5,0,0,0,0,0,19,0,0,14,0,0,3,3,560,8,9
30,1,2020,22,41,34,BEG,6.84,19,2.77,NF,18,18,12,5,1,0,0,0,0,29,0,0,26,0,0,3,2,906,14,15
31,1,2020,13,26,23,BEG,15.45,19,1.22,NF,12,25,14,3,0,0,0,0,0,29,0,0,28,0,0,5,4,980,17,18
1,2,2020,19,31,17,BEG,14.40,29,2.01,Flag,12,30,7,3,2,0,0,0,0,25,10,11,20,8,3,1,1,950,17,19
8,2,2020,2,6,31,BEG,8.70,21,2.41,NF,13,23,16,2,0,0,0,0,0,39,0,0,32,0,0,4,5,1315,16,15
8,2,2020,2,6,43,BEG,4.54,11,2.42,NF,20,17,11,6,0,0,0,0,0,18,0,0,14,0,0,2,3,710,11,11
8,2,2020,2,6,49,BEG,5.67,18,3.17,NF,14,26,10,4,0,0,0,0,0,25,0,0,23,0,0,3,4,854,14,16
8,2,2020,2,6,57,BEG,5.43,16,2.94,NF,24,18,7,4,1,0,0,0,0,17,0,0,16,0,0,1,2,693,11,11
8,2,2020,2,7,35,BEG,5.66,10,1.76,NF,21,14,15,3,1,0,0,0,0,21,0,0,17,0,0,3,3,738,10,10
8,2,2020,2,7,45,BEG,5.80,15,2.58,NF,18,22,9,5,0,0,0,0,0,23,0,0,19,0,0,3,5,804,14,14
8,2,2020,2,8,31,BEG,6.05,11,1.81,NF,19,23,8,3,1,0,0,0,0,24,0,0,18,0,0,4,4,855,10,10
8,2,2020,2,8,46,BEG,7.39,21,2.84,NF,17,22,12,3,0,0,0,0,0,29,0,0,25,0,0,2,1,853,13,15
8,2,2020,2,8,52,BEG,4.21,12,2.85,NF,20,22,11,0,1,0,0,0,0,17,0,0,15,0,0,2,3,725,10,11
8,2,2020,2,9,1,BEG,7.33,17,2.31,NF,13,26,15,0,0,0,0,0,0,25,0,0,22,0,0,3,4,869,14,15
8,2,2020,2,9,10,BEG,6.60,18,2.72,NF,22,13,10,8,0,1,0,0,0,23,0,0,20,0,0,2,1,863,16,15
8,2,2020,2,9,28,BEG,7.60,20,2.63,NF,11,31,9,3,0,0,0,0,0,32,0,0,26,0,0,3,4,933,15,16
8,2,2020,2,9,39,BEG,6.76,19,2.81,NF,14,28,9,3,0,0,0,0,0,29,0,0,27,0,0,3,5,801,13,12
8,2,2020,2,9,57,BEG,8.07,15,1.85,Flag,18,21,10,4,1,0,0,0,0,19,1,2,17,1,1,4,4,1014,13,15
8,2,2020,2,10,21,BEG,6.55,16,2.44,NF,21,15,13,5,0,0,0,0,0,25,0,0,21,0,0,3,5,932,14,15
8,2,2020,2,10,45,BEG,5.84,18,3.08,NF,11,33,10,0,0,0,0,0,0,26,0,0,23,0,0,4,3,1366,14,14
8,2,2020,2,11,0,BEG,5.57,16,2.87,NF,17,25,9,3,0,0,0,0,0,22,0,0,20,0,0,2,3,1011,11,13
8,2,2020,2,11,5,BEG,3.79,10,2.63,NF,21,17,13,2,1,0,0,0,0,17,0,0,14,0,0,2,2,758,10,10
8,2,2020,2,11,15,BEG,7.02,17,2.42,NF,15,21,16,2,0,0,0,0,0,29,0,0,25,0,0,3,2,1441,13,14
9,2,2020,21,47,47,BEG,5.59,14,2.50,NF,17,19,15,3,0,0,0,0,0,25,0,0,21,0,0,3,1,781,12,12
9,2,2020,21,48,22,BEG,7.48,21,2.80,NF,9,29,15,1,0,0,0,0,0,37,0,0,31,0,0,5,5,1077,16,19
9,2,2020,21,48,53,BEG,4.41,11,2.49,NF,22,18,9,4,1,0,0,0,0,16,0,0,14,0,0,2,4,721,9,9
9,2,2020,21,49,13,BEG,7.41,21,2.83,NF,10,32,10,2,0,0,0,0,0,32,0,0,27,0,0,4,6,1176,15,15
9,2,2020,21,49,29,BEG,2.96,9,3.04,NF,23,19,9,1,1,1,0,0,0,12,0,0,9,0,0,1,3,688,9,9
9,2,2020,21,49,43,BEG,5.84,13,2.22,NF,19,20,9,4,2,0,0,0,0,21,0,0,17,0,0,2,3,1136,13,13
9,2,2020,21,50,11,BEG,5.13,10,1.94,NF,19,21,10,3,1,0,0,0,0,21,0,0,18,0,0,3,5,752,9,9
9,2,2020,21,50,19,BEG,5.71,18,3.15,NF,19,19,14,1,1,0,0,0,0,27,0,0,22,0,0,3,2,821,13,14
9,2,2020,21,50,29,BEG,2.99,6,2.00,NF,23,22,5,2,2,0,0,0,0,12,0,0,9,0,0,2,3,420,6,6
9,2,2020,21,50,35,BEG,3.07,4,1.30,NF,31,10,9,4,0,0,0,0,0,13,0,0,9,0,0,3,1,571,4,4
9,2,2020,21,51,1,BEG,6.69,23,3.43,NF,13,32,6,3,0,0,0,0,0,32,0,0,29,0,0,2,3,1011,14,15
9,2,2020,21,51,8,BEG,5.83,17,2.91,NF,13,37,3,1,0,0,0,0,0,26,0,0,20,0,0,3,4,1027,12,14
9,2,2020,21,51,12,BEG,3.03,6,1.98,NF,23,22,5,3,1,0,0,0,0,14,0,0,11,0,0,3,2,501,6,6
9,2,2020,21,51,20,BEG,5.91,12,2.03,NF,19,17,13,5,0,0,0,0,0,25,0,0,21,0,0,4,2,816,11,12
9,2,2020,21,51,39,BEG,6.76,20,2.95,NF,14,23,12,5,0,0,0,0,0,34,0,0,28,0,0,3,4,980,14,14
9,2,2020,21,51,55,BEG,7.86,23,2.92,NF,13,27,8,5,1,0,0,0,0,34,0,0,27,0,0,2,3,1122,18,18
10,2,2020,17,7,22,BEG,3.83,12,3.13,NF,20,22,8,4,0,0,0,0,0,15,0,0,12,0,0,1,3,387,11,11
10,2,2020,17,7,38,BEG,9.16,30,3.27,NF,11,23,18,2,0,0,0,0,0,40,0,0,36,0,0,3,3,1231,20,21
10,2,2020,17,7,56,BEG,5.99,20,3.33,NF,20,17,10,5,1,1,0,0,0,26,0,0,23,0,0,2,2,763,14,16
10,2,2020,17,8,4,BEG,7.01,16,2.28,NF,14,22,13,4,1,0,0,0,0,31,0,0,25,0,0,4,5,1091,16,16
10,2,2020,17,8,13,BEG,8.49,25,2.94,NF,12,23,15,3,1,0,0,0,0,36,0,0,34,0,0,3,2,1267,18,19
10,2,2020,17,8,27,BEG,10.49,22,2.09,Flag,17,22,8,7,0,0,0,0,0,5,12,25,2,11,12,2,3,1286,17,19
24,2,2020,20,8,0,BEG,6.27,17,2.71,NF,13,26,12,3,0,0,0,0,0,27,0,0,22,0,0,4,6,938,14,15
3,3,2020,20,10,37,BEG,4.41,8,1.81,NF,28,13,7,3,2,1,0,0,0,15,0,0,12,0,0,2,2,715,8,8
3,3,2020,20,10,42,BEG,4.78,15,3.13,NF,18,23,8,4,1,0,0,0,0,23,0,0,20,0,0,3,2,640,12,12
3,3,2020,20,10,52,BEG,5.87,17,2.89,NF,15,22,16,1,0,0,0,0,0,25,0,0,21,0,0,3,3,824,14,14
3,3,2020,20,11,9,BEG,6.94,18,2.59,NF,15,26,10,3,0,0,0,0,0,28,0,0,24,0,0,3,5,1006,15,16
3,3,2020,20,11,23,BEG,6.15,24,3.90,NF,19,20,10,5,0,0,0,0,0,27,0,0,24,0,0,1,3,891,13,18
3,3,2020,20,12,6,BEG,4.42,17,3.84,NF,20,17,11,6,0,0,0,0,0,22,0,0,21,0,0,1,3,721,13,15
3,3,2020,20,12,17,BEG,8.03,24,2.98,NF,13,25,11,3,2,0,0,0,0,35,0,0,34,0,0,4,3,1156,16,17
3,3,2020,20,12,27,BEG,6.03,15,2.48,NF,19,23,7,4,1,0,0,0,0,20,0,0,20,0,0,3,3,894,12,14
3,3,2020,20,12,41,BEG,9.16,25,2.72,NF,10,27,12,5,0,0,0,0,0,44,0,0,35,0,0,3,3,1460,17,17
3,3,2020,20,12,51,BEG,7.59,19,2.50,NF,11,26,16,1,0,0,0,0,0,39,0,0,30,0,0,4,4,975,18,18
3,3,2020,20,13,47,BEG,3.95,15,3.79,NF,20,20,12,2,0,0,0,0,0,16,0,0,15,0,0,1,1,580,11,14
3,3,2020,20,13,53,BEG,5.07,17,3.35,NF,15,25,12,2,0,0,0,0,0,24,0,0,23,0,0,3,4,717,13,14
3,3,2020,20,14,55,BEG,6.25,16,2.55,NF,22,11,18,3,0,0,0,0,0,22,0,0,18,0,0,2,3,849,12,13
3,3,2020,20,15,26,BEG,9.20,27,2.93,Flag,15,21,14,3,1,0,0,0,0,17,6,10,14,4,8,2,2,1129,18,18
4,3,2020,17,50,15,BEG,5.16,14,2.71,Flag,20,16,15,2,1,0,0,0,0,16,1,2,14,1,1,2,6,770,13,14
4,3,2020,17,50,40,BEG,8.44,17,2.01,Flag,17,18,16,1,2,0,0,0,0,12,6,13,8,5,8,4,2,1057,13,14
4,3,2020,17,50,56,BEG,8.55,24,2.80,Flag,12,27,13,2,0,0,0,0,0,12,9,13,11,7,9,2,2,874,16,18
4,3,2020,17,51,17,BEG,9.74,23,2.36,Flag,14,21,16,3,0,0,0,0,0,22,10,10,19,6,5,3,3,1113,17,19
4,3,2020,19,20,2,BEG,4.60,17,3.69,NF,18,20,13,3,0,0,0,0,0,18,0,0,17,0,0,1,3,604,14,16
4,3,2020,19,21,4,BEG,5.09,11,2.16,Flag,20,18,12,4,0,0,0,0,0,16,1,5,14,1,3,3,3,638,10,11
4,3,2020,19,21,32,BEG,7.99,21,2.62,Flag,9,35,5,5,0,0,0,0,0,28,1,4,23,1,3,3,3,1052,16,17
4,3,2020,19,21,42,BEG,5.75,17,2.95,NF,16,22,12,4,0,0,0,0,0,22,0,0,19,0,0,2,5,755,14,15
6,3,2020,20,56,13,BEG,4.99,11,2.20,NF,19,20,13,2,0,0,0,0,0,18,0,0,16,0,0,3,3,741,10,10
6,3,2020,20,56,20,BEG,5.47,15,2.74,NF,22,13,10,8,1,0,0,0,0,22,0,0,17,0,0,2,2,753,13,14
6,3,2020,20,56,28,BEG,5.20,19,3.65,Flag,21,20,9,4,0,0,0,0,0,16,1,7,14,1,5,1,3,752,13,14
6,3,2020,20,56,35,BEG,5.74,17,2.96,Flag,16,24,10,3,1,0,0,0,0,15,1,3,15,1,2,1,3,747,12,13
6,3,2020,20,56,43,BEG,7.27,25,3.43,Flag,14,25,12,2,1,0,0,0,0,24,1,2,22,1,2,2,2,972,16,19
6,3,2020,20,57,32,BEG,5.14,12,2.33,NF,19,17,14,3,1,0,0,0,0,17,0,0,16,0,0,2,3,793,12,11
6,3,2020,20,57,48,BEG,5.56,15,2.69,NF,15,26,10,3,0,0,0,0,0,25,0,0,21,0,0,4,3,731,13,14
6,3,2020,20,57,57,BEG,7.00,20,2.85,NF,14,22,14,3,1,0,0,0,0,32,0,0,29,0,0,3,3,1013,15,16
6,3,2020,20,58,5,BEG,6.43,27,4.19,NF,14,22,16,2,0,0,0,0,0,29,0,0,29,0,0,2,1,851,16,18
6,3,2020,20,58,17,BEG,6.67,16,2.39,Flag,15,20,17,2,0,0,0,0,0,23,2,4,21,1,3,4,4,886,12,15
6,3,2020,20,58,42,BEG,3.13,12,3.83,NF,25,18,9,1,1,0,0,0,0,13,0,0,13,0,0,1,3,515,9,10
6,3,2020,20,58,50,BEG,6.17,16,2.59,NF,16,17,21,0,0,0,0,0,0,26,0,0,23,0,0,4,4,929,12,14
6,3,2020,20,58,59,BEG,8.17,19,2.32,NF,13,27,10,2,2,0,0,0,0,33,0,0,28,0,0,4,8,1297,17,17
6,3,2020,20,59,8,BEG,7.24,25,3.45,NF,11,29,11,3,0,0,0,0,0,32,0,0,29,0,0,3,4,993,18,18
6,3,2020,20,59,24,BEG,7.85,27,3.43,Flag,10,27,13,4,0,0,0,0,0,29,2,3,26,1,3,3,3,1150,17,19
6,3,2020,20,59,32,BEG,7.23,21,2.90,Flag,15,23,8,7,1,0,0,0,0,19,3,8,17,2,5,3,2,969,16,18
6,3,2020,20,59,48,BEG,6.49,18,2.77,Flag,15,24,11,4,0,0,0,0,0,26,1,3,21,1,3,4,3,852,17,18
6,3,2020,20,59,56,BEG,6.52,20,3.06,NF,17,19,12,5,1,0,0,0,0,29,0,0,26,0,0,3,2,844,15,17
8,3,2020,0,51,23,BEG,5.16,15,2.90,NF,16,23,10,5,0,0,0,0,0,26,0,0,22,0,0,4,4,873,13,15
8,3,2020,0,51,30,BEG,3.21,10,3.11,NF,27,14,9,1,2,1,0,0,0,14,0,0,13,0,0,2,2,464,10,10
8,3,2020,0,51,38,BEG,5.34,15,2.80,NF,17,25,9,3,0,0,0,0,0,30,0,0,23,0,0,4,2,799,11,11
8,3,2020,0,51,47,BEG,7.95,25,3.14,NF,10,28,14,2,0,0,0,0,0,36,0,0,34,0,0,4,4,1123,18,21
8,3,2020,0,51,58,BEG,5.30,21,3.96,NF,18,26,5,3,1,1,0,0,0,26,0,0,23,0,0,2,2,698,13,15
8,3,2020,0,52,16,BEG,4.44,12,2.70,NF,21,21,7,4,0,1,0,0,0,17,0,0,15,0,0,2,5,680,12,12
8,3,2020,0,52,24,BEG,7.70,29,3.76,NF,12,29,8,4,0,1,0,0,0,36,0,0,32,0,0,2,1,1105,18,21
8,3,2020,0,52,36,BEG,3.24,6,1.85,NF,28,12,8,1,3,2,0,0,0,7,0,0,6,0,0,2,2,548,6,6
8,3,2020,0,52,43,BEG,6.47,24,3.70,NF,13,30,8,3,0,0,0,0,0,27,0,0,25,0,0,2,3,996,15,18
8,3,2020,0,53,0,BEG,4.38,12,2.73,NF,21,16,12,3,2,0,0,0,0,14,0,0,13,0,0,2,3,576,10,12
11,3,2020,1,25,12,BEG,5.78,14,2.42,NF,19,19,11,4,1,0,0,0,0,24,0,0,22,0,0,3,5,714,14,14
11,3,2020,1,25,19,BEG,6.42,15,2.33,NF,18,19,13,3,1,0,0,0,0,27,0,0,23,0,0,4,3,927,12,13
11,3,2020,1,25,36,BEG,6.56,21,3.20,NF,14,22,17,1,0,0,0,0,0,31,0,0,27,0,0,3,3,798,16,17
11,3,2020,1,25,51,BEG,8.21,25,3.04,NF,15,18,15,6,0,0,0,0,0,35,0,0,30,0,0,3,2,1008,19,22
11,3,2020,1,26,23,BEG,6.32,18,2.84,NF,19,18,13,3,1,0,0,0,0,23,0,0,21,0,0,2,3,980,15,15
11,3,2020,1,37,14,BEG,4.48,20,4.46,NF,22,19,8,3,0,2,0,0,0,22,0,0,20,0,0,1,1,701,12,15
11,3,2020,1,38,20,BEG,6.31,17,2.69,NF,18,20,14,2,0,0,0,0,0,26,0,0,22,0,0,2,4,852,15,15
11,3,2020,1,38,26,BEG,4.32,8,1.85,NF,25,15,8,3,2,1,0,0,0,18,0,0,15,0,0,3,3,624,8,8
11,3,2020,1,38,35,BEG,4.92,17,3.45,NF,19,21,10,3,1,0,0,0,0,24,0,0,21,0,0,3,1,701,11,12
11,3,2020,1,39,9,BEG,6.36,21,3.30,NF,18,23,6,6,1,0,0,0,0,24,0,0,21,0,0,1,2,915,18,20
11,3,2020,1,39,19,BEG,8.55,23,2.69,NF,15,24,10,4,1,0,0,0,0,34,0,0,30,0,0,3,2,1151,19,18
11,3,2020,1,39,33,BEG,8.07,23,2.85,NF,13,21,19,1,0,0,0,0,0,39,0,0,34,0,0,4,3,1263,16,18
11,3,2020,1,39,39,BEG,4.30,11,2.55,NF,20,18,16,0,0,0,0,0,0,16,0,0,13,0,0,1,4,612,11,11
11,3,2020,1,39,46,BEG,5.87,16,2.72,NF,15,24,10,5,0,0,0,0,0,30,0,0,24,0,0,5,4,816,13,13
11,3,2020,1,40,4,BEG,6.91,17,2.46,NF,10,32,9,2,1,0,0,0,0,30,0,0,26,0,0,5,5,930,17,17
11,3,2020,1,40,10,BEG,5.35,14,2.61,NF,23,9,16,5,1,0,0,0,0,19,0,0,17,0,0,2,2,718,12,13
11,3,2020,1,40,20,BEG,5.41,14,2.58,NF,22,16,12,2,1,1,0,0,0,17,0,0,14,0,0,1,3,840,12,14
11,3,2020,1,40,31,BEG,3.65,11,3.01,NF,23,19,9,3,0,0,0,0,0,14,0,0,12,0,0,1,2,410,9,11
11,3,2020,1,40,39,BEG,5.99,12,2.00,NF,17,23,13,0,1,0,0,0,0,22,0,0,19,0,0,3,4,880,10,11
11,3,2020,1,40,56,BEG,9.66,36,3.72,NF,6,34,12,2,0,0,0,0,0,45,0,0,38,0,0,2,2,1214,20,22
11,3,2020,1,41,13,BEG,4.85,8,1.64,NF,19,20,10,4,1,0,0,0,0,16,0,0,13,0,0,3,3,705,8,8
11,3,2020,1,41,25,BEG,5.42,16,2.95,NF,20,18,12,4,0,0,0,0,0,23,0,0,19,0,0,2,3,761,13,13
11,3,2020,1,42,6,BEG,7.27,17,2.33,NF,17,23,10,1,3,0,0,0,0,33,0,0,29,0,0,4,3,862,12,13
11,3,2020,1,42,18,BEG,4.67,12,2.56,NF,19,23,7,4,1,0,0,0,0,17,0,0,16,0,0,2,4,611,11,11
11,3,2020,1,42,25,BEG,6.15,14,2.27,NF,15,23,10,4,2,0,0,0,0,31,0,0,27,0,0,4,4,1021,12,14
11,3,2020,1,42,47,BEG,6.18,24,3.88,NF,17,19,15,3,0,0,0,0,0,29,0,0,24,0,0,1,1,956,15,17
11,3,2020,1,43,7,BEG,6.31,19,3.01,NF,17,19,11,5,1,1,0,0,0,25,0,0,20,0,0,2,2,934,13,17
11,3,2020,1,43,15,BEG,6.21,23,3.70,NF,18,20,11,5,0,0,0,0,0,30,0,0,26,0,0,2,1,859,15,14
11,3,2020,1,43,44,BEG,7.48,25,3.34,NF,12,28,9,4,1,0,0,0,0,32,0,0,27,0,0,3,3,1019,20,21
11,3,2020,1,44,6,BEG,5.25,20,3.80,NF,19,18,14,2,1,0,0,0,0,22,0,0,21,0,0,1,2,767,17,17
11,3,2020,1,44,21,BEG,6.20,15,2.41,NF,15,29,6,4,0,0,0,0,0,30,0,0,25,0,0,5,4,955,12,12
11,3,2020,1,44,27,BEG,4.35,10,2.29,NF,20,19,12,2,1,0,0,0,0,17,0,0,15,0,0,3,4,713,10,10
15,3,2020,1,7,51,BEG,4.37,12,2.74,NF,16,23,14,1,0,0,0,0,0,21,0,0,16,0,0,4,3,803,10,10
15,3,2020,1,8,21,BEG,7.26,20,2.75,NF,15,18,16,4,1,0,0,0,0,26,0,0,23,0,0,3,4,1049,15,16
15,3,2020,1,8,54,BEG,6.73,15,2.22,NF,19,21,6,5,2,1,0,0,0,22,0,0,20,0,0,3,5,1041,13,13
15,3,2020,1,9,8,BEG,6.29,21,3.33,NF,15,25,10,4,0,0,0,0,0,30,0,0,27,0,0,2,2,941,14,14
16,3,2020,15,9,21,BEG,5.40,21,3.88,NF,15,24,11,4,0,0,0,0,0,27,0,0,25,0,0,2,3,832,15,17
16,3,2020,15,9,41,BEG,7.99,27,3.37,NF,10,27,15,2,0,0,0,0,0,37,0,0,32,0,0,3,3,1220,20,23
16,3,2020,15,11,13,BEG,5.51,16,2.90,NF,19,20,8,7,0,0,0,0,0,27,0,0,21,0,0,3,2,720,13,13
16,3,2020,15,11,30,BEG,3.09,8,2.58,NF,26,12,10,5,1,0,0,0,0,13,0,0,11,0,0,3,3,614,8,8
16,3,2020,15,11,40,BEG,3.81,12,3.14,NF,20,19,13,2,0,0,0,0,0,23,0,0,17,0,0,2,4,713,11,11
16,3,2020,15,12,13,BEG,6.04,27,4.47,NF,16,19,16,3,0,0,0,0,0,30,0,0,27,0,0,1,2,838,15,16
16,3,2020,15,12,53,BEG,5.32,15,2.81,NF,14,26,11,3,0,0,0,0,0,22,0,0,22,0,0,4,4,903,11,11
16,3,2020,15,13,9,BEG,7.31,22,3.00,NF,11,27,16,0,0,0,0,0,0,36,0,0,31,0,0,4,3,1199,15,17
16,3,2020,15,13,18,BEG,4.65,14,3.01,NF,16,26,9,3,0,0,0,0,0,19,0,0,18,0,0,3,2,747,11,11
16,3,2020,15,13,22,BEG,3.00,10,3.33,NF,21,20,8,5,0,0,0,0,0,14,0,0,12,0,0,1,2,579,8,9
16,3,2020,15,13,45,BEG,4.88,12,2.45,NF,17,29,3,5,0,0,0,0,0,24,0,0,19,0,0,2,6,803,12,12
16,3,2020,15,14,13,BEG,4.48,14,3.12,NF,20,22,10,1,1,0,0,0,0,24,0,0,20,0,0,2,4,721,11,10
16,3,2020,15,14,26,BEG,5.29,15,2.83,NF,15,25,12,2,0,0,0,0,0,24,0,0,22,0,0,3,5,826,13,15
16,3,2020,15,14,46,BEG,6.58,18,2.73,NF,15,24,11,3,1,0,0,0,0,30,0,0,23,0,0,4,4,1154,15,16
16,3,2020,15,14,51,BEG,5.22,19,3.63,NF,13,23,17,0,1,0,0,0,0,30,0,0,25,0,0,4,3,862,16,16
16,3,2020,15,14,57,BEG,5.02,17,3.38,NF,21,16,11,6,0,0,0,0,0,23,0,0,20,0,0,2,2,699,12,13
16,3,2020,15,15,9,BEG,6.20,13,2.09,NF,18,25,9,2,0,0,0,0,0,22,0,0,20,0,0,3,6,1001,11,11
16,3,2020,15,15,16,BEG,6.20,15,2.41,NF,18,20,13,1,2,0,0,0,0,32,0,0,25,0,0,4,6,998,13,13
